longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,ocean_proximity,median_house_value
-121.06351598745071,37.64603071390138,28.7,844.0,504.0,210.0,443.0,309637.1,NEAR OCEAN,995824.0
-121.60513617899802,38.192072605046434,41.3,3413.0,429.0,2635.0,257.0,147250.97,ISLAND,1105872.0
-122.73230198639634,37.53913679356772,18.2,1968.0,131.0,595.0,443.0,671375.85,NEAR OCEAN,489202.0
-121.721417111174,37.972459293624084,39.3,3835.0,134.0,690.0,372.0,356657.75,<1H OCEAN,923562.0
-121.75055682834817,37.11044420921237,38.4,2497.0,699.0,868.0,484.0,327900.15,<1H OCEAN,654604.0
-121.07583080311792,38.27662928082756,26.4,2613.0,981.0,2828.0,652.0,290970.99,<1H OCEAN,532353.0
-121.61106452395659,38.17934852556113,46.7,2550.0,207.0,1492.0,726.0,325181.49,<1H OCEAN,519063.0
-121.52274359349742,37.96979522707092,27.0,2354.0,986.0,1807.0,464.0,844871.96,INLAND,815067.0
-122.52841343444258,38.35313377332675,45.8,4718.0,338.0,2251.0,603.0,600720.39,NEAR BAY,378181.0
-121.84238050392517,37.34056705356816,31.3,466.0,569.0,2837.0,116.0,221652.6,NEAR OCEAN,704781.0
-121.60725362426328,37.27144988467486,44.2,1498.0,947.0,515.0,526.0,498680.76,NEAR OCEAN,640870.0
-121.01890314011213,37.600388176679594,35.0,2278.0,794.0,1025.0,730.0,223183.46,ISLAND,961293.0
-121.13480550162313,38.158403771580105,49.7,3631.0,952.0,1904.0,219.0,668396.43,<1H OCEAN,921388.0
-122.80820405690233,38.095091405501876,48.1,617.0,516.0,276.0,974.0,389733.52,ISLAND,825228.0
-122.45152375172493,38.171349041961705,38.9,3635.0,474.0,1069.0,556.0,434854.84,NEAR OCEAN,594560.0
-121.22872809148082,38.37146172503108,29.6,3810.0,538.0,943.0,912.0,598967.43,INLAND,616772.0
-121.70775464713076,37.877647309371305,38.2,3168.0,758.0,2060.0,981.0,469827.72,NEAR OCEAN,409433.0
-121.82646981708999,37.24425264984427,49.1,850.0,192.0,2977.0,227.0,811710.14,ISLAND,650512.0
-122.56835724769178,37.07463814043198,38.8,1630.0,561.0,644.0,576.0,460537.7,NEAR BAY,988286.0
-122.6446680281937,38.23312593458119,20.6,1204.0,389.0,1727.0,801.0,700996.07,ISLAND,468672.0
-122.28641460782069,38.055109454609735,22.1,1329.0,472.0,1603.0,941.0,380374.71,INLAND,887235.0
-122.65013522021573,37.930392102439626,30.8,602.0,457.0,1582.0,209.0,676899.54,NEAR BAY,919311.0
-121.09277188057577,38.209400126912406,41.8,2057.0,646.0,1190.0,332.0,109985.87,NEAR BAY,1130520.0
-121.29466667558995,38.294309123564545,18.7,249.0,214.0,554.0,112.0,842749.35,INLAND,529903.0
-122.42846121141555,37.524893826465664,20.9,1628.0,399.0,2942.0,779.0,895185.1,NEAR OCEAN,788483.0
-121.30167499692091,38.09581408009851,22.0,4569.0,225.0,1163.0,243.0,492648.22,NEAR BAY,969469.0
-122.72734095927203,38.24653953250084,27.3,848.0,494.0,2350.0,727.0,510251.86,NEAR OCEAN,483449.0
-122.65562224031589,38.17563167557451,19.2,232.0,534.0,284.0,376.0,413816.03,INLAND,805035.0
-121.68441015050207,38.39252674069355,39.3,1439.0,811.0,1595.0,336.0,535612.84,ISLAND,785501.0
-121.59629032514182,37.41509322413762,28.9,3637.0,864.0,957.0,956.0,274248.05,NEAR OCEAN,933102.0
-121.88979818097462,37.45655337606566,48.5,484.0,379.0,2913.0,121.0,211372.31,NEAR OCEAN,873142.0
-122.80538656260994,37.23243091691077,32.1,3297.0,239.0,1874.0,522.0,556054.44,ISLAND,485434.0
-121.30437446736131,38.01158329865522,23.7,650.0,689.0,424.0,275.0,618563.7,INLAND,598103.0
-121.79810341577436,38.10561080123772,22.0,555.0,735.0,526.0,224.0,376332.6,NEAR OCEAN,336619.0
-122.13657499035406,37.315727509959,18.8,3134.0,619.0,1838.0,566.0,265970.21,<1H OCEAN,1127175.0
-121.75544142107687,38.38768950130723,33.6,1835.0,243.0,1425.0,114.0,218064.62,INLAND,484671.0
-121.13158447595796,38.45358631518959,22.0,4128.0,687.0,2398.0,963.0,448500.44,INLAND,848598.0
-121.07220405075337,37.955222682416164,21.1,4091.0,227.0,1066.0,228.0,313328.28,ISLAND,1008407.0
-122.85010277123169,37.66653430491005,22.7,2490.0,157.0,609.0,112.0,352887.97,INLAND,506957.0
-122.89918698786244,37.100061260089085,18.9,3383.0,243.0,1446.0,938.0,598555.09,ISLAND,727450.0
-122.78060066771633,38.36127563915956,34.2,2575.0,121.0,369.0,180.0,506583.62,ISLAND,792482.0
-121.87737821575585,37.65953815891957,40.1,874.0,138.0,1613.0,691.0,228208.95,<1H OCEAN,578387.0
-122.03738734635672,37.06682103363152,46.9,779.0,680.0,973.0,579.0,651742.16,<1H OCEAN,1003079.0
-122.32272810736968,37.60042234463286,37.0,4706.0,216.0,847.0,260.0,614242.94,<1H OCEAN,455743.0
-122.43924892994269,37.65091092109494,27.4,2662.0,749.0,808.0,405.0,589904.79,<1H OCEAN,1015406.0
-121.4477441367935,37.758193369095856,34.3,4318.0,167.0,2570.0,692.0,242941.66,NEAR BAY,1198592.0
-122.85008019252861,38.000715760631536,25.3,2845.0,444.0,1304.0,239.0,440888.16,NEAR BAY,989931.0
-122.90135583647951,37.08364366881197,34.4,1790.0,757.0,1228.0,294.0,228348.22,INLAND,1010227.0
-121.36423634768244,38.35116497864462,23.1,395.0,792.0,2318.0,908.0,856828.13,ISLAND,871407.0
-121.75193059138932,37.017351601342035,42.0,1876.0,183.0,909.0,149.0,642157.77,<1H OCEAN,338874.0
-122.21631760171832,38.46765629167455,21.3,2929.0,317.0,1455.0,791.0,511988.05,<1H OCEAN,741013.0
-121.7355658439135,37.66207892601536,35.8,2772.0,675.0,2024.0,620.0,129437.64,<1H OCEAN,809762.0
-121.77240086399999,38.017476790795605,43.9,1263.0,301.0,2071.0,282.0,162727.18,NEAR OCEAN,893884.0
-121.29965385424802,37.84561066163485,43.9,3586.0,141.0,2083.0,410.0,709207.96,NEAR OCEAN,1198595.0
-121.18198189855276,37.237909164834065,19.7,2782.0,410.0,2172.0,319.0,887971.28,INLAND,871276.0
-122.42741337531885,37.78731267434077,34.7,743.0,792.0,1047.0,765.0,823419.33,ISLAND,572230.0
-121.18548037718878,38.43785987332273,44.7,2634.0,207.0,976.0,766.0,556715.81,NEAR BAY,758802.0
-122.13466211108076,37.88192546093449,29.4,2171.0,956.0,2411.0,686.0,523479.0,NEAR OCEAN,817049.0
-122.67116061534972,37.426240370012934,38.3,3910.0,354.0,2953.0,887.0,770578.58,ISLAND,1126627.0
-121.96565006591793,37.42409677677828,18.4,2882.0,753.0,1933.0,797.0,664117.28,<1H OCEAN,547773.0
-121.64457724344885,38.395427382583065,32.9,1283.0,153.0,2117.0,297.0,757789.35,INLAND,1163317.0
-122.23921194354216,37.75007016199408,36.9,2118.0,938.0,2668.0,238.0,272215.12,NEAR BAY,498369.0
-121.93204039558306,37.62134434009986,19.3,3615.0,725.0,2142.0,806.0,520024.88,INLAND,1121937.0
-121.55585496614451,38.37500894014159,28.1,2868.0,937.0,734.0,759.0,714287.56,INLAND,775953.0
-121.64320393413864,37.064933080343124,28.5,4399.0,375.0,710.0,672.0,554900.13,NEAR OCEAN,361551.0
-122.87822631173064,37.15004829254717,50.7,2618.0,356.0,325.0,812.0,612053.83,INLAND,683913.0
-121.300927888583,38.045222317203375,44.3,3140.0,444.0,499.0,425.0,184873.53,<1H OCEAN,402345.0
-121.08379648669396,37.86173585800618,39.6,4383.0,245.0,1701.0,627.0,757798.96,NEAR BAY,330058.0
-121.97717156320559,37.827347939810544,31.5,4171.0,497.0,2345.0,936.0,209407.82,ISLAND,827538.0
-121.47395515096451,38.223591088626385,51.0,884.0,725.0,1593.0,410.0,415042.87,<1H OCEAN,410553.0
-121.328980799845,38.392676430605704,35.3,483.0,856.0,2555.0,842.0,627122.89,<1H OCEAN,443515.0
-121.37462048453125,38.37247494949647,27.8,4813.0,732.0,1190.0,359.0,146878.41,<1H OCEAN,1046361.0
-121.99168011093546,38.42584282794869,40.5,3602.0,872.0,235.0,245.0,687713.96,NEAR OCEAN,678190.0
-122.33937783581382,37.21295132304437,42.4,3210.0,498.0,1749.0,787.0,492192.67,NEAR BAY,726668.0
-121.86973105984957,38.13028839897078,47.4,3221.0,719.0,943.0,182.0,221519.07,<1H OCEAN,896927.0
-121.52554909038997,38.10739036330978,32.3,1985.0,187.0,495.0,443.0,831207.22,<1H OCEAN,899007.0
-121.27883040610509,37.652623056381834,34.3,3307.0,373.0,1511.0,391.0,266689.12,<1H OCEAN,459659.0
-121.53850586979831,37.57774416678978,27.9,3777.0,995.0,938.0,279.0,433845.5,ISLAND,362221.0
-121.44522032724181,37.3278149761565,26.2,1428.0,418.0,635.0,588.0,201261.13,<1H OCEAN,425718.0
-122.10525164814656,37.16846301803947,17.5,4005.0,689.0,456.0,366.0,774266.41,NEAR OCEAN,1179026.0
-122.40109348918975,37.45706589133782,20.0,3548.0,438.0,2316.0,304.0,783515.64,ISLAND,978954.0
-121.03657427344156,38.37377543846968,38.4,4460.0,900.0,423.0,286.0,879712.34,ISLAND,705556.0
-121.84216813495607,37.36173421445445,45.2,158.0,866.0,2400.0,633.0,855435.4,INLAND,1058296.0
-122.49662640416848,37.25530884528309,24.9,278.0,406.0,2405.0,943.0,824004.32,NEAR BAY,412036.0
-121.11694432103833,38.111398337687895,44.7,1581.0,513.0,2165.0,170.0,628562.57,NEAR OCEAN,1138901.0
-122.47117982625383,37.85438381190825,32.4,4253.0,900.0,657.0,147.0,180258.54,INLAND,1195855.0
-122.78315994981757,37.196789963085386,30.8,3842.0,860.0,2287.0,573.0,450067.67,ISLAND,810566.0
-121.52611101275207,37.863809149815,39.4,2280.0,269.0,820.0,392.0,291118.78,NEAR OCEAN,723181.0
-121.384257690968,38.15667353123936,40.1,4779.0,463.0,2832.0,724.0,511843.46,NEAR BAY,893993.0
-121.92093619282836,37.16551205420232,42.0,1714.0,745.0,1936.0,152.0,532780.84,NEAR OCEAN,579195.0
-122.46786399813926,37.76939456612042,43.0,1329.0,923.0,2215.0,748.0,398259.56,INLAND,992045.0
-121.4301505682555,38.22037895756331,33.3,1786.0,688.0,1824.0,946.0,625444.46,NEAR BAY,625360.0
-122.89693646930884,37.99175989332763,27.8,1937.0,885.0,2396.0,150.0,303483.17,<1H OCEAN,965400.0
-122.29021848383243,38.26223779309923,46.4,3690.0,993.0,2104.0,613.0,835537.27,<1H OCEAN,724339.0
-121.63188829278907,37.58569250213919,42.7,187.0,858.0,1067.0,757.0,729978.8,INLAND,407540.0
-121.0261014425925,37.47779748448072,48.7,567.0,554.0,576.0,346.0,556252.18,ISLAND,1015878.0
-121.27501241221223,37.99544604947966,33.2,3098.0,916.0,1927.0,918.0,338995.66,NEAR OCEAN,1129388.0
-121.65086892262832,37.767372459104244,25.1,4842.0,826.0,389.0,419.0,181946.09,NEAR BAY,1078194.0
-121.45690252640918,37.63765625975501,45.6,2281.0,796.0,2905.0,249.0,368987.3,<1H OCEAN,1176019.0
-121.46153279942445,38.21712893640005,20.5,752.0,147.0,2158.0,745.0,672424.91,NEAR OCEAN,850999.0
-121.0104338481653,37.30457281536342,50.4,2582.0,184.0,1232.0,823.0,705647.23,ISLAND,868087.0
-121.91844437147714,37.13721219624183,31.7,1883.0,486.0,355.0,497.0,393317.05,NEAR BAY,368302.0
-121.76326137338583,37.586116812390195,26.2,4687.0,656.0,2935.0,691.0,752609.12,NEAR BAY,1125897.0
-121.10331031363944,38.2148286939009,26.3,780.0,416.0,1999.0,572.0,396764.19,NEAR BAY,1074479.0
-122.43047993051329,38.4377907911146,46.9,1910.0,283.0,1545.0,779.0,660351.06,ISLAND,1050651.0
-121.40600401799038,37.1172792411832,44.1,1594.0,567.0,1895.0,108.0,781584.54,NEAR BAY,913723.0
-122.41928949765436,38.24477029828558,23.2,2371.0,900.0,643.0,826.0,616535.99,INLAND,764117.0
-121.45708594084428,38.25614821792519,33.5,2807.0,935.0,806.0,529.0,846151.84,INLAND,303731.0
-121.32189486575122,37.41855843847692,42.9,2651.0,269.0,2470.0,837.0,183554.4,NEAR OCEAN,975122.0
-122.68128087643012,37.11564301466744,38.4,4468.0,837.0,1847.0,720.0,869289.63,<1H OCEAN,948797.0
-121.04137756499053,37.20262647463345,37.2,2720.0,721.0,1699.0,555.0,709419.41,<1H OCEAN,754470.0
-121.38284404495128,37.15420198061952,21.8,3401.0,485.0,870.0,373.0,703312.95,INLAND,625566.0
-122.7252599917843,38.37693929732353,50.1,2994.0,621.0,2815.0,387.0,594854.53,ISLAND,365402.0
-121.99901364935745,38.428160600502224,51.2,227.0,457.0,2229.0,410.0,651218.66,NEAR OCEAN,743087.0
-121.53196898337265,38.24638480037088,38.3,2495.0,961.0,2021.0,329.0,800764.91,INLAND,1022415.0
-121.42644869596408,37.11677455507624,45.6,1016.0,685.0,2449.0,891.0,550074.5,<1H OCEAN,491098.0
-122.96851356699761,38.12393534924014,40.4,4834.0,551.0,783.0,264.0,758642.72,NEAR OCEAN,828360.0
-122.66998115891799,37.44208687141707,30.2,3930.0,482.0,1780.0,618.0,112466.32,<1H OCEAN,408905.0
-122.4537027137668,38.46254793672068,38.5,2082.0,598.0,590.0,621.0,501196.23,ISLAND,399884.0
-121.62913347268241,38.32416960649233,40.7,3157.0,239.0,2341.0,774.0,606809.01,NEAR OCEAN,338225.0
-122.19879743617153,38.44538463993913,17.9,2361.0,450.0,490.0,728.0,716600.89,NEAR BAY,677774.0
-122.59922544293212,38.37529178895399,51.0,964.0,123.0,1332.0,191.0,274438.35,<1H OCEAN,434790.0
-122.87256828751971,37.65312310507302,36.6,1851.0,958.0,2261.0,407.0,599478.38,ISLAND,366810.0
-122.23400141868463,37.42094512158294,27.8,3639.0,149.0,1214.0,854.0,328918.93,ISLAND,769315.0
-121.52647257199203,38.225291278284665,26.5,1194.0,785.0,2540.0,101.0,388854.79,<1H OCEAN,361370.0
-122.15226063805812,37.03316927618996,47.7,3556.0,850.0,1249.0,798.0,655028.0,NEAR OCEAN,785167.0
-122.30989278041089,37.64194707189576,37.5,3843.0,685.0,2648.0,192.0,116565.26,<1H OCEAN,1145045.0
-121.84201708672504,37.0843527624324,44.7,1078.0,130.0,496.0,995.0,685941.88,NEAR OCEAN,939760.0
-121.86764093693552,37.166212175582764,35.7,250.0,336.0,784.0,201.0,470736.64,<1H OCEAN,713400.0
-121.14598421968923,37.896387783737104,18.5,658.0,620.0,615.0,376.0,530512.94,<1H OCEAN,522474.0
-121.41709591794174,38.167222709617675,48.2,3794.0,882.0,1619.0,536.0,410825.91,NEAR OCEAN,554635.0
-122.89815440652576,37.97007153073856,49.2,1285.0,391.0,1515.0,160.0,637395.03,ISLAND,352824.0
-121.13142564002115,37.61726237225535,29.2,3710.0,596.0,1898.0,720.0,738890.71,ISLAND,791920.0
-121.79559421387258,38.40973301166784,31.7,3889.0,955.0,1652.0,715.0,415225.22,INLAND,408122.0
-121.48905457026534,38.224278955572935,34.3,1304.0,566.0,1511.0,382.0,625340.76,INLAND,912779.0
-122.21621337028806,37.89296711726738,34.6,4383.0,108.0,823.0,170.0,847963.92,INLAND,887262.0
-122.02024343711089,38.07631512758694,51.2,1424.0,649.0,2895.0,952.0,138764.01,ISLAND,812543.0
-122.6274036950552,38.12997115376539,42.1,379.0,391.0,1627.0,370.0,503285.84,NEAR OCEAN,770039.0
-121.15116141498605,37.64132822721868,45.1,4808.0,602.0,2185.0,886.0,736630.97,NEAR BAY,962698.0
-122.3581740839726,37.290918121261754,28.6,1351.0,485.0,216.0,628.0,894561.38,NEAR BAY,432276.0
-121.86940986660882,37.36535591304049,32.6,1838.0,573.0,1735.0,951.0,616139.23,NEAR OCEAN,663862.0
-122.82768903822902,37.76485441977631,44.2,757.0,589.0,1682.0,428.0,798898.58,NEAR BAY,672526.0
-121.02963562437117,38.41153700647379,47.6,692.0,334.0,1149.0,172.0,407703.99,INLAND,418084.0
-122.34737705076803,37.53701662164156,28.4,654.0,131.0,1233.0,735.0,358336.39,<1H OCEAN,321523.0
-121.15848729246834,38.386777810364116,31.9,3831.0,490.0,1775.0,430.0,595513.77,ISLAND,371339.0
-121.8516683907877,38.093441946314826,38.8,826.0,736.0,2673.0,320.0,440232.99,NEAR OCEAN,654452.0
-121.2176552391246,37.69667135748532,20.7,3422.0,596.0,491.0,724.0,493218.23,NEAR OCEAN,438989.0
-121.72318388945263,37.96821143468428,34.1,4149.0,760.0,1349.0,620.0,299852.33,ISLAND,1184072.0
-122.33177538867257,37.75428750988223,19.8,1407.0,940.0,1203.0,534.0,124414.25,NEAR OCEAN,378551.0
-121.12602092542284,37.83356957592321,27.1,2280.0,448.0,2620.0,921.0,403694.07,NEAR BAY,491637.0
-122.2314574737854,37.47337168064332,49.1,656.0,796.0,864.0,141.0,185914.76,ISLAND,380274.0
-122.34637547066302,38.21746694690763,36.8,358.0,304.0,364.0,510.0,255248.97,NEAR BAY,1183598.0
-122.46467203400908,37.27226782927101,19.2,4308.0,169.0,2913.0,137.0,215174.18,NEAR OCEAN,695040.0
-122.78170469766812,37.039656018777734,34.3,4737.0,511.0,656.0,685.0,527772.32,INLAND,886611.0
-121.22520705648543,37.85232539522654,37.4,1822.0,632.0,1268.0,355.0,186665.78,<1H OCEAN,1153381.0
-122.70725503822504,38.397243743210126,45.8,1071.0,796.0,222.0,450.0,385025.59,NEAR BAY,952147.0
-122.00988750201324,38.100896045163005,30.4,3884.0,210.0,444.0,664.0,199669.61,NEAR OCEAN,598582.0
-122.0245190539125,37.23439083813128,35.3,3772.0,438.0,2390.0,765.0,607935.13,INLAND,521953.0
-122.56384503077236,38.106576654379616,36.2,1594.0,744.0,1745.0,146.0,230517.31,<1H OCEAN,880306.0
-122.88746400149184,38.394802446543984,48.8,3801.0,485.0,2292.0,865.0,427294.63,NEAR BAY,1166963.0
-122.37025916750333,37.43216865843771,46.2,1380.0,753.0,2601.0,109.0,333618.21,NEAR OCEAN,418961.0
-122.80469187843227,37.60296782463029,33.7,4303.0,804.0,1793.0,190.0,304523.64,ISLAND,673818.0
-121.49395492757692,38.17682288973451,44.4,1943.0,200.0,1053.0,331.0,671259.14,NEAR OCEAN,799377.0
-121.03722974279678,38.12154613119411,38.7,1013.0,580.0,2078.0,286.0,619925.62,<1H OCEAN,913076.0
-122.11174257259754,38.15801626078607,33.5,2532.0,170.0,1850.0,406.0,265034.26,INLAND,653866.0
-121.21262054474137,37.32166466221657,50.1,226.0,808.0,1580.0,132.0,452117.36,<1H OCEAN,1065343.0
-121.60234170474477,37.902898265012496,24.6,3006.0,971.0,2623.0,242.0,661132.99,INLAND,978125.0
-121.06205414189353,37.810200558608756,40.5,4104.0,565.0,1053.0,325.0,208650.59,<1H OCEAN,871791.0
-122.15549543769784,38.09606019985071,41.6,852.0,693.0,2645.0,707.0,800608.28,NEAR BAY,1099384.0
-121.79798530527485,37.757052021964654,44.9,2523.0,729.0,2064.0,904.0,253646.48,NEAR OCEAN,1166180.0
-121.74847158644288,37.354967060609575,19.7,1021.0,779.0,741.0,992.0,754923.04,<1H OCEAN,498132.0
-121.44817264617618,37.127865367793106,23.0,1863.0,802.0,1212.0,141.0,195928.46,NEAR OCEAN,451113.0
-121.84778893501257,37.459682975781874,21.6,2080.0,997.0,1914.0,558.0,695941.0,INLAND,338544.0
-122.886809902148,37.33504173673223,33.7,4693.0,253.0,1276.0,342.0,111174.86,INLAND,1005172.0
-121.52551977452588,38.425649708543844,20.3,4365.0,863.0,2953.0,973.0,831579.52,<1H OCEAN,493363.0
-122.55108289850071,37.34679131328166,49.3,1476.0,630.0,1069.0,700.0,390698.33,ISLAND,1110941.0
-121.08712434303214,37.981246070030096,48.6,1851.0,729.0,1292.0,318.0,224676.44,NEAR OCEAN,827371.0
-121.25705561251496,37.68540498436113,22.1,4257.0,886.0,2996.0,648.0,895357.47,NEAR OCEAN,810167.0
-121.70462333889631,37.856722093084116,33.2,3355.0,822.0,1895.0,410.0,674329.82,INLAND,601414.0
-122.331804921865,37.986434520253326,24.2,279.0,669.0,1116.0,656.0,272617.51,NEAR OCEAN,1028821.0
-122.16496708375351,38.06395311114205,23.2,2093.0,695.0,684.0,309.0,607861.17,<1H OCEAN,878143.0
-121.29211034394442,37.438208064710516,32.4,1704.0,577.0,940.0,387.0,482341.74,NEAR OCEAN,644964.0
-122.34560801005841,38.43925911283786,27.3,3035.0,640.0,430.0,407.0,411742.29,INLAND,326634.0
-121.24376108700727,37.679016123402775,42.2,4566.0,546.0,1582.0,753.0,424531.84,NEAR BAY,836372.0
-121.68876573610093,38.19773851354386,25.3,4491.0,983.0,2321.0,846.0,425615.72,<1H OCEAN,824946.0
-121.50437926292709,37.11940239127881,20.0,4541.0,150.0,1486.0,688.0,408376.88,INLAND,988189.0
-122.14605784649424,38.30512284877183,27.4,4774.0,699.0,651.0,175.0,529162.9,ISLAND,1190177.0
-122.04963056600351,37.92455286451316,40.2,460.0,354.0,835.0,307.0,394665.9,INLAND,533218.0
-122.68646208616073,38.0170261331049,30.7,4354.0,316.0,633.0,123.0,219636.69,NEAR OCEAN,1027992.0
-122.42644386786746,38.22783014059315,45.3,216.0,424.0,2586.0,489.0,617592.93,ISLAND,888334.0
-122.2146635570401,37.44695273449043,33.1,4372.0,649.0,1885.0,324.0,653317.54,INLAND,1055486.0
-121.17435057956018,37.027831907908876,25.9,101.0,365.0,960.0,412.0,348816.92,NEAR BAY,862774.0
-121.46726087673453,37.44322801326112,22.9,3304.0,826.0,1454.0,846.0,475297.76,INLAND,503519.0
-122.00907021456223,37.489235981579704,19.0,4614.0,514.0,396.0,127.0,805864.43,INLAND,354808.0
-122.74112714878575,38.28723599269847,23.9,1600.0,585.0,1857.0,182.0,488694.17,NEAR BAY,409421.0
-122.13253401660016,37.35149636361407,34.5,573.0,777.0,1674.0,487.0,339906.7,INLAND,350637.0
-122.68527760913804,37.7915474025997,35.8,321.0,882.0,389.0,734.0,117417.49,INLAND,351353.0
-121.61366129471955,37.11033533605989,22.5,3607.0,341.0,1003.0,181.0,716326.33,ISLAND,530604.0
-121.46776559042485,38.17753916662064,24.3,3693.0,568.0,2519.0,453.0,402623.1,INLAND,1138715.0
-121.42398389263329,37.77972763858329,20.7,4585.0,816.0,200.0,527.0,301130.46,ISLAND,469461.0
-121.77855685735692,37.08325313026651,27.1,2144.0,112.0,2325.0,104.0,656313.57,NEAR BAY,842200.0
-122.87804141618777,37.220196919915274,18.1,4363.0,519.0,2604.0,413.0,226903.99,ISLAND,868534.0
-122.24485240705945,37.69287291472054,50.9,1818.0,959.0,1255.0,628.0,747386.3,NEAR BAY,636430.0
-121.78680757031874,37.36491995721384,42.2,2991.0,170.0,532.0,913.0,686996.67,INLAND,434456.0
-121.16051717449422,38.30675749985006,37.4,4383.0,931.0,2838.0,334.0,582884.3,NEAR OCEAN,339111.0
-122.66352449990474,37.61857857255305,45.3,2806.0,286.0,1084.0,619.0,827206.11,<1H OCEAN,924442.0
-122.47543942963645,38.04857382339461,36.1,1796.0,112.0,1502.0,421.0,174749.86,ISLAND,838952.0
-121.92587311258872,38.48104766527266,46.7,4759.0,845.0,1520.0,894.0,435316.12,<1H OCEAN,555843.0
-121.26229508674523,37.745348020897666,46.7,148.0,767.0,1095.0,240.0,367927.22,<1H OCEAN,1185385.0
-122.67879087839701,37.96316754624524,17.6,3268.0,403.0,1704.0,969.0,386838.99,ISLAND,498565.0
-121.30960307350323,37.09295841117371,32.6,3065.0,622.0,2822.0,342.0,418403.11,<1H OCEAN,960722.0
-122.34946427566007,37.43002015515766,38.9,1196.0,218.0,2123.0,539.0,675843.89,NEAR OCEAN,919203.0
-121.0992817070365,37.04740663441585,17.3,2978.0,280.0,1898.0,383.0,762650.52,INLAND,911048.0
-121.80203815245315,38.43034235500912,33.8,3125.0,476.0,2218.0,137.0,772112.56,ISLAND,848814.0
-121.28524180497527,37.13331009220312,44.7,603.0,694.0,2241.0,366.0,546164.62,INLAND,1099201.0
-122.96368477197748,37.44998574290274,49.5,1723.0,439.0,1952.0,924.0,784300.1,INLAND,692742.0
-122.92968791710229,37.30985528715031,44.0,4527.0,181.0,2821.0,271.0,305611.2,NEAR BAY,666389.0
-122.31623644006739,37.3505380125243,30.9,4270.0,454.0,1845.0,718.0,177289.09,INLAND,1049974.0
-121.73183336182848,38.26167036465664,41.9,959.0,194.0,573.0,211.0,338030.79,<1H OCEAN,1058004.0
-121.65868517879768,37.58393268938947,22.2,3729.0,948.0,1073.0,113.0,464008.11,INLAND,333309.0
-121.27154684186121,37.263404098853485,23.3,2264.0,408.0,2198.0,562.0,716630.1,ISLAND,912234.0
-122.78225131594128,38.439200080126525,18.1,985.0,685.0,1591.0,750.0,122204.32,NEAR OCEAN,693094.0
-121.5359674729513,37.84867918367478,42.0,2358.0,586.0,956.0,896.0,595220.02,INLAND,888025.0
-121.58474077103587,38.21476461942087,19.5,1423.0,742.0,2468.0,258.0,460918.49,<1H OCEAN,659990.0
-122.73934245312135,37.652650005990374,49.7,3607.0,955.0,630.0,893.0,231927.62,INLAND,374685.0
-121.43937885038746,38.08167015614682,24.5,1368.0,943.0,950.0,327.0,735331.12,<1H OCEAN,602858.0
-122.63298848285748,37.75307775010683,25.6,704.0,473.0,1741.0,930.0,696800.25,ISLAND,478257.0
-121.08856506641035,37.47011624325969,51.4,4169.0,675.0,1481.0,484.0,206428.98,NEAR BAY,489322.0
-122.59785105467103,37.39543974976078,27.3,3085.0,339.0,917.0,612.0,370294.07,NEAR OCEAN,439000.0
-122.25807907963548,37.178628885573026,49.0,2841.0,741.0,2084.0,163.0,251291.43,NEAR OCEAN,854520.0
-121.81228678014129,37.51278906698254,37.4,963.0,770.0,262.0,586.0,882311.26,INLAND,1124379.0
-122.20736939560156,38.10671736388326,19.5,4824.0,985.0,975.0,265.0,174001.53,INLAND,528970.0
-122.58230810895508,38.18548923417526,23.4,2277.0,159.0,1290.0,242.0,121031.72,NEAR OCEAN,334016.0
-121.77838734094986,37.51556680804623,22.8,2302.0,756.0,2158.0,207.0,600612.86,NEAR BAY,867493.0
-121.77584714328398,37.28290943326537,20.8,2650.0,348.0,2280.0,113.0,577596.12,NEAR OCEAN,938240.0
-121.77495729113946,37.322740228871,27.4,1081.0,913.0,249.0,891.0,427227.49,NEAR BAY,966624.0
-121.2361865669694,37.78783054265444,21.3,985.0,332.0,1670.0,125.0,621476.43,ISLAND,933784.0
-121.80876509696337,38.13512935923188,33.4,4721.0,875.0,2235.0,598.0,219247.59,ISLAND,1172306.0
-122.93082436252273,37.213580544467774,35.3,4045.0,857.0,2708.0,356.0,203970.47,<1H OCEAN,599705.0
-122.56059099595525,37.6980449750763,46.8,1594.0,954.0,1024.0,389.0,317274.27,NEAR OCEAN,1175905.0
-121.41405020551731,37.32353388644249,26.4,1370.0,873.0,202.0,340.0,869212.21,<1H OCEAN,1139673.0
-121.58126823702891,37.72870055858224,24.2,3190.0,308.0,986.0,905.0,800745.52,<1H OCEAN,687120.0
-122.76320841667062,37.75766188401238,49.1,3312.0,822.0,2316.0,514.0,487958.8,<1H OCEAN,860545.0
-122.48774673905082,38.35046556550352,49.8,1691.0,302.0,613.0,602.0,681791.54,NEAR BAY,1132174.0
-122.19758646081954,38.212448729944725,27.7,2221.0,894.0,2286.0,626.0,263571.95,<1H OCEAN,627263.0
-122.18350256851214,37.666393624678285,45.4,2040.0,170.0,1950.0,959.0,523724.4,INLAND,395726.0
-122.20837234716781,38.23659425013724,20.5,3231.0,772.0,2993.0,897.0,891471.97,<1H OCEAN,762438.0
